id,document,label
2230130,바낸지갑에 돈보내려고 트론 사놓은게 20퍼올랐네,1
2230188,말했잖아요 아까 디카르고 호재라고 ㅋㅋ,1
2230413,왠지 오늘 이클 개같이 쏠거같으면 개추ㅎㅎ,1
2230432,디카르고 심상치않다 ㄷㄷ 10퍼 수익중 ,1
2231626,에브리 엠블 둘다 내일부터 더쏜다,1
2279760,@@ 오늘은 이더께서 비트를 제치고 왕이된다.,1
2292088,미안 비트 흔들고 상승 시작했네,1
2292705,도지 오늘 천원갈거같음,1
2292717,담주 비트 다말아올린다 잘봐라,1
2294039,(인증) 도지 개떡상 했는데? 4억 꺼ㅡ억 탈갤함 ㅂㅂ,1
2294044,어떡하나~ 도지는 화성가는데~~~~,1
2294049,도지 투 더 문!!!,1
2294082,도지 안타는 좆병신없제?,1
2296679,엔진은 신이고 나는 무적인가?,1
2298268,카이버는 신이고,1
2298271,카이버 수익률 30%돌파 ㅋㅋ,1
2298281,카이버 45층매수 대성공 ㅋㅋㅋㅋ,1
2298283,카이버 그만가라..,1
2305752,도지는 신이고 나는 무적이다 개추 ㅋㄲㄱㅋㄱㄱ,1
2305767,도지 몰빵갑니다,1
2305778,도지 개씹푸근하면 개추ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2305786,늦지않았다 도지 얼른 타라,1
2006485,루나 이씹새는 선물하면 무조건 잃냐? 무빙 개줒같네,0
2006496,무비 씹스팸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2006511,무비 ㅋㅋㅋ씹스캠 벽력일섬on,0
2006559,비트 떡상하는데 골렘 아르고 복구 안되는거 봐라 ㅋㅋ,0
2006566,도지오너들 눈물나겠다,0
2006572,무비블록 개씨발련 아,0
2006747,냉정하게 말해서 비트코인 위험자산인데,0
2006841,도지는 애미가없나??,0
2006984,도지 애미창년새끼 진짜 떨굴땐 좆운지하더니 상승은 쥐 좆 애미네,0
2007066,너네는 비트코인을 믿냐?ㅋㅋㅋㅋㅋㅋㅋ,0
2007110,오늘 비트 이더 비캐등만 살아남고 나머지 알트 무덤될듯,0
2007230,왜 비트 떨구면서 알트-30찍힐거같냐 ㅈㄴ불안하네,0
2007303,이더는 근데 왜 좆만큼오르냐?,0
2007367,송금기능을 하는 리플이 과연 떡상을할까,0
2007377,1시 반부터 애기하는데 비트 떨구면서 -30갈거같은데,0
2007413,진짜 오늘 비트무빙 존나 애미뒤진거같으면 개추,0
2007438,와 근데 도지는 존나 묵직하네,0
2007727,도지 개새끼야 너도좀 가자,0
2007731,개 잣같은 내 비트코인캐시는 왜 아직도 -79프로냐,0
2007907,테더 1원 개빡치네,0
2008373,도지는 진짜 개색히다,0
2008404,시발 ㅋㅋㅋ 비트 무빙 진짜 ㅈ같네,0
2008585,도지역프 ㅅㅂㅋㅋㅋㅋㅋㅋ,0
2008736,아 걍 비트살껄 병신같이 샌박사서,0
2067501,도지는 그냥 죽은거야??,0
2067509,리플은 왜 비트보다 못가고잇어?,0
2068232,카이버 대운지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2068278,카이버 망한거냐? 지켜볼만하냐?,0
2068333,업비트장도 줫같고 비트 딸딸이질도 지겹고 개줫같다,0
2068455,무비야... 나슬퍼,0
2068503,도지가망없냐?,0
2070419,아르고 개씹스캠 아니냐,0
2070472,무비블록 9.24층 구조좀해주세요오,0
2071014,도지 100원대깨지것노 ㅋㅋㅋㅋ,0
2071403,무비블록 시발아,0
2071447,싸이클럽 오를 일 없이 아예 끝난 코인 맞지?,0
2071513,아 윤석열되니까 비트 개내려가네,0
2071606,씨발 깝치지마 나는 무직이고 비트코인은 병신이다,0
2071754,카이버 나만 물렸냐? ,0
2071784,위믹스 18500 2년안에 탈출가능하냐,0
2071895,무비블록 아직 타고있는 붕어빵머가리있노?,0
2071965,ㅋㅋㅋ 비트 진짜 올린만큼 그대로 쳐빼니까 어이개털린다,0
2072090,어제 슨트 고점에 팔았는데 존나 다행이다,0
2147760,이클 씨발 음전하노,0
2147762,이클 오르는거 맞음?,0
2147768,병신같은 보라년 세라년때문에 이클 떨어지네,0
2147769,이클 나락가자~,0
2147771,이클 ㅂㅂ 나락 ㅂㅂ 이클사지마러~~,0
2147790,아 이클 개꼬라박네,0
2147792,이클 59000에 물린 새끼 없제?,0
2147797,이클 못버티네,0
2147814,무비나락ㅋㅋㅋ,0
2147822,빗갤 믿고 이클 전재산 올인했는데 망함,0
2147828,이클 등락 오지네 ㅋㅋㅋㅋㅋ,0
2167619,도지는 진짜 개쓰레기구나,0
2186822,아 이오스 진짜 제발ㅜㅜㅜㅜㅜ,0
2186906,아크 카바 이오스 개지랄났네 ㅋㅋㅋㅋㅋ,0
2186914,이오스 끝이냐 ㅈㄱㄴ,0
2186917,이더 롱 구조대좀 ㅜㅜ,0
2187274,이클 왜케 떨어져있냐,0
2187930,클레이튼 돔황챠~~~~~~~~~,0
2188011,어어 플로우 점마 어디가노,0
2188255,이오스 멸망이냐?,0
2006459,전쟁끝났냐 비트코인 존나오르네 ㅁㅊ ㅋㅋㅋ,1
2006480,무비블록 쏜다,1
2006565,솔라나 10퍼 개오랜만에 보노,1
2006604,게이들아.. 비트 갑자기 오른다고 좋은게 아니다,1
2006683,전세계 통일화폐 비트코인 가즈아~~~!!,1
2006750,러시아가 비트존나매수하나,1
2006865,루나는 왤케 저리 오르는거임?,1
2006893,러샤 비트 풀매수 ㅈㄴ 때리노,1
2006912,리플 드디어 수익 전환이다 씨바 ㅅㅅ,1
2006945,위믹스 사라 말했다,1
2006955,자 비트 100k 간다,1
2006967,위믹스 사라고 2번 말했다 !!!!!!!!!!!!!!!!,1
2006969,=====러시아 국민 비트코인풀매수=====,1
2006988,지금 대출 다 써서 비트 풀매수해라,1
2006989,위믹스 사라 두번 말했다,1
2007000,지금이라도 비트 풀대출써서 다 박아라,1
2007073,오늘 마감 비트코인 5000만 안착하면 ,1
2007089,오늘 비트 7퍼 올랐는데,1
2007182,아니 비트 씨발아 방금팔았는데.왜 갑자기.올라,1
2007258,루나 곧 에이다 재낀다 ㅋㅋㅋㅋ,1
2007481,오빠들 비트코인 좋아??,1
2007484,경축 비트 5천,1
2007879,자고 일어났는데 비트 왜 떡상한거냐?,1
2007887,전쟁으로써 비트의 가치가 인정받았다,1
2007890,걍 러시아 재벌들이 비트코인 쓸어담은거 아닌가?,1
2007923,지금 어떤병신들이 비트코인사고있음?ㅋㅋㅋ,1
2008155,이더 뭐해?,1
2008242,수고했다 비트 1억간다,1
2008251,카이버는 개신이다,1
2008346,와 나 비트 하루에 16%쏘는거 처음봄,1
2008352,루나 개떡상ㅅㅅㅅㅅㅅ,1
2008434,요근래 비트가 14퍼 찍힌적이잇냐?,1
2008452,와 이러다 비트 1억가는거 아님?,1
2008470,러시아에서 비트코인 쓸어담고 있다고???,1
2008473,루블 똥값되서 비트로 갈아타는거야?,1
2008484,러샤 국정화폐 비트로 전환,1
2008490,푸틴이 비트 저점매수했다는거 킹리적 갓심 아니냐?,1
2008499,전쟁하면 비트코인 오른다는건 공식이다 이제 실현됨,1
2008527,20배 비트롱으로 5억먹었다ㅋㅋㅋㅋ ,1
2008661,플로우 탑승~ 달료라,1
2008662,엌ㅋㅋㅋㅋ 루나 드디어 양전 가나? ,1
2067154,딱 말한다. 비트코인캐시 호재 선거랑관련있다 100만원간다 빨리타라,1
2067311,근디 아르고는 언제 다시 부활합니까?,1
2068286,리플차트 너무이쁜데?,1
2068471,무비블록 달린다 따라와라 지금 초저점이다 먹을새끼는,1
2068483,난 분명 말했따 무비블록 간다고 ,1
2068509,무비블록 다시 쏜다햇지?ㅇㅇ,1
2068518,무비블록 쏜다 내 손목아지걸고 따라와라 ㅋㅋㅋㅋ,1
2068534,무비블록 지금 거의4~5일째 안쐇는데 이제쏜다 ,1
2070409,아르고 잡아놔라,1
2070483,진짜 루나는 신인거냐?,1
2071062,하 비트코인 골드 물렸다...,1
2071219,빗썸 보바토큰 사라,1
2071611,코린이인데... 나만 카이버 쏠거같나요??,1
2071995,아르고 개쏜다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2072014,슨트 개같이 쏜다!!!!!!!,1
2072022,잘봐라 비트지금 -5.8%에서 올라가면 웨이브 급떡상이다 ㄹㅇ,1
2072046,디카르고 좀따 팍뜬다,1
2147838,위믹스 양봉시작이다 지금이 최저점,1
2147871,솔라나에 배틀그라운드 붙었다 씨바 ㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2147873,펀디엑스 오늘 일난다,1
2167461,일론머스크 뭐라했냐? 도지쏜다ㄷㄷ,1
2167623,비캐 발기한다 ㅅㅂ,1
2167635,이오스 비캐 개같이 부활 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2167639,비캐 550만원 전고 깨부수러 출발 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
2167655,비캐 개미쳤다 풀롱 가즈아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ-,1
2167674,오늘은 비캐 메이저로개같이 매수간다 ㅋㅋㅋㅋㅋㅋㅋ,1
2167675,뭐 이오스 비캐가 올라?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2167677,이오스 나른다 가즈아!!!!!!!!!!!!!!!,1
2186879,플로우 오늘 12000 간다는데,1
2186945,이오스 역프 3프로임 걍 사셈,1
2186970,삼성 플로우 300억 구매,1
2187420,플로우 존나 쏘는데,1
2187434,플로우 가나?,1
2187923,위믹스 쏜다잉 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2187978,도지 타라,1
2188060,이더리움 오늘 400가능하냐?,1
2188086,이클 대장님 또 달리신다,1
2188118,대체지금 펀디를 외 안사는거냐?,1
1775870,카이버 미친새끼 비트오르는데 안따라가고뭐해,0
1775880,존나짜증난다진짜 비트씨팔년아,0
1775903,위믹스 처절하노 ㅋㅋ 빠진거도복구못할텐데 ㅋㅋ,0
1775940,위믹스 개 병신새끼들아,0
1775958,위믹스 반등못하네 ㅋㅋ호재가아니라 악재구만 ㅋㅋ,0
1776009,위믹스 사지마라 절대,0
1776055,위믹스 매수 절대 금지,0
1776067,위믹스 탈빠엔 보라타라,0
1776073,위믹스 풀매도ㄱㄱㄱㄱ,0
1776101,루나 뭐야 ㅅㅂ,0
1776109,위믹스충들 정신좀 드냐 ??,0
1776163,루나 개 시발 청산당햇네,0
1776215,리플은 가망없는코인인가요?..,0
1776223,루나 20달러 간다고 숏치라며 ㅠㅠ,0
1776265,위믹스 들고있는애들이 제일불쌍하네 ㅋㅋ,0
1776275,위믹스 절대 사지마라,0
1776845,위믹스 존나 웃음벨이네 ㅋㅋ 광고존나하고 떡락 ㅋ,0
1776895,아니 시발 비트코인 오르면 루나는 왜 떨구냐?,0
1776945,야 근데 비트코인 채굴량이 결국 0에 수렴하게 되면 어쩌냐 ㅇㅇ ?,0
1816501,애미뒤진 비트코인 씨발련아 간 적당히 쳐보라고ㅋㅋㅋㅋ,0
1817018,위믹스 좆 병신코인,0
1817744,크게먹고싶으면 폴리곤 솔라나 현실적으로 힘듬?,0
1817765,이클은 왜 안 오르냐?,0
1817798,위믹스는 병신코인임??,0
1817869,위믹스 못오르는이유,0
1817898,아니 비트 형님이 돈 내놓으라자나 이 숏충이 대가리들아~~~ ㅋㅋㅋㅋㅋㅋ,0
1817903,코린이 특징 ) 비트코인 빼고 잡알트만 풀매수함 ㅋㅋ,0
1818026,솔라나는 망한거임?,0
1819514,위믹스 가망있냐 이거?,0
1819563,이더리움으로 부자 못된다,0
1819828,도지=세력도버린코인 ㅋㅋ,0
1819961,이더 돔황챠-----,0
1819979,이더 씨발련아,0
1820005,위믹스 개같이 운지중 ㅋㅋㅋ,0
1820024,와 위믹스 진짜 좆병신같다,0
1820052,앞으로 비트코인 가격 떨어지는 건 시간 문제 아니냐,0
1820284,이클은 떡상하긴 하냐?,0
1822944,체인링크는 선채로 뒤졌네,0
1822956,싸이클럽 100원정도 까진 회복할꺼같은데,0
1775850,루나같이 길고 굵게 존나게 오를 코인 알려줌,1
1775898,이클 조용히 쏜다!!!,1
1775921,이클 쏜다니까 ㅋㅋㅋ,1
1775944,이더 개푸근하다 ㅇㅈ????,1
1775960,솔라나 개쏜다 ㅋㅋ,1
1775962,이클 진짜 쏜다니까;;,1
1775971,체인링크 가치투자 간다,1
1775987,이더리움 파격상승 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1775990,이더 2635달러 미쳤냐 ㅋㅋㅋ 어제도 잘 못가던 가격인데,1
1775998,카이버 오늘 쏘는거 확정,1
1776051,이더리움이 이렇게 잘 오르는 코인이었냐?,1
1776103,도지 가즈아,1
1776176,전쟁이슈는 되려 비트코인에게 대박인데?,1
1776285,루나가 진짜 개미쳤네 클라스 보여주네,1
1776291,루나 ㅅ ㅅ ㅅ,1
1776292,루나 숏친 흑우병신 없제?,1
1776330,코인 추천 드간다 비트땜에 눌릴때 매수해라,1
1776603,ㄷㄷㄷ갓도지,1
1776609,루나 현재 6만원 초반.. 곧 20만원 찍는다,1
1776663,"루나 22년도 최저점, 루나는 신이고 나는 무적이다",1
1776677,루나 업비트 원상 곧이다 ㅋㅋ,1
1776906,22년에 이더가 비트 잡는다 ㅡㅡ,1
1777020,"美 핫도그 음식점, 도지코인으로 결제시 50% 할인 행사",1
1816500,와!! 비트님 계단식 상승하고 계신다~~,1
1816556,이제 이더리움살거다,1
1816654,한달안에 이더 1000만 넘는다,1
1816712,자 비트 드가자 ㅋㅋ,1
1816850,싸이클럽 풀매수 때려라,1
1816851,도지 씹련 존나 사고싶게만드노 탐스러운놈,1
1817924,원래 비트코인빼고 알트코인위주로 해야함ㅋㅋㅋ,1
1819554,도지사둬라 긴말안한다,1
1819679,도지 호재 뜸 ㅎㅎ,1
1819985,저스트주워놔라 비트반등오면 100원까지간다,1
1820114,돈복사 루트: 갈라숏 -> 이더리움클래식 롱,1
1820340,나 이클에 전재산 박으려고 하는데 어때?,1
1822921,싸이클럽 투더문 ㄷㄷㄷㄷ,1
1822935,플로우 사랑한다,1
1822937,플로우 폭등 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1822945,자기전 플로우 5%개꿀,1
1822962,플로우 ㅋㅋㅋㅋ 말좆양봉 ㅋㅋㅋㅋㅋ,1
1822965,플로우 만원가즈아!!!!,1
1822966,플로우 왜 오르는지 아는 사람?,1
1822968,플로우 매수안한 흑우 잇노? ㅋㅋ1만원간다잇!!!!!!,1
1822971,플로우 10배 숏 ^^ 정수리 여드름 숏 드가자이,1
1822972,플로우!!!!!!! 풀매수 박앗다 !!가즈아!!!!!!!!!!!!!!!!,1
1452213,체인링크 << 이십새끼 응디 전나무거움 ,0
1452442,지금 뭐 거의 비트코인은 자전 거래 수준이네 ㅋㅋㅋㅋ,0
1452618,이더 -찍힌거 보고 좆됐다 싶었는데,0
1452632,지금 씨발 비트 폭풍전 고요같아서 존나무서움,0
1452735,누사이퍼 10000층 vs 도지 800층 누가 더 병신이냐?,0
1452977,죧됐다 비트내리쳐박고있다,0
1453080,고생했다 비트코인 시즌종료다,0
1453089,위믹스 파괴적인 운지에 두손두발 다들었다,0
1453140,솔라나저거 궁댕이는 ㅈㄴ게 무거워서 안올라가는데,0
1453190,도지 산 흑우 있냐,0
1453392,아 이 씨발 체인링크 23300원에 걸어놨는데,0
1453506,오늘 비트코인 종말의날 맞는듯 고생했다 다들,0
1453586,시발 비트 468k 뚫렸다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1453634,이오스 개씨발새끼야,0
1453678,역시 비트코인은 사기야,0
1453846,시발ㅋㅋㅋ 비트 개새끼 뭐냐,0
1454049,온체인 데이터는 상방인데 비트는 지옥가는 이유,0
1454088,★★빗썸 비트 전저점 뚫림 좆댐★★,0
1454095,아침에 뉴스 뜨겠다 비트폭락인데 서버점검ㅋㅋㅋㅋ,0
1454136,리플 올해초 200원 빔 온다 ㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1454161,업비트 비트 바로 던지면  되는거지?,0
1559808,위믹스 상폐냐?,0
1559810,위믹스같은게 진짜 떨어지는 칼이구나,0
1559812,위믹스 지금인가! 하고 들어가봤더니 -10프로 실화냐,0
1559814,위믹스 3000원깨보자,0
1559817,위믹스 찐반 떳다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사실무근 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1559818,위믹스 기사 반등노리려고 매수벽 쌓으면,0
1559822,위믹스 ㅋㅋ 남이 당하니까 개꿀잼,0
1559825,싸이클럽 -68퍼에서 손절침 ㅍㅌㅊ?,0
1559830,위믹스 개좆됐네 ㅋㅋㅋㅋ,0
1559831,무지성 위믹스 매수들어간 개병신 호구새끼들 잘가라 ㅋㅋㅋ,0
1559833,위믹스 물려있는 호구가있냐,0
1559845,위믹스 빗썸거래량 90퍼 100배오른 스캠을 왜산거냐? ㅋㅋㅋ,0
1561668,한번 뚫리니까 바닥이 없네 비트,0
1561679,아니 근데 리플 이거는 개노답임?,0
1561718,도지는 법정화폐 승인 가능성 얼마나 될까요?,0
1561727,이더리움 380만 뚫리는짤,0
1580594,진짜 이오스 개씨발새끼야...,0
1580701,위믹스 8800 구조해주냐,0
1728646,제 솔라나 가망있을까요 ㅠㅠㅠ,0
1728655,응 솔라나 더 떨궈봐 하나도 안무서워~,0
1728662,이거씨팔 비트코인대장코인맞냐이거?ㅋㅋㅋㅋ,0
1728755,나스닥이 폭망인데 비트가 가길 바라냐,0
1728778,나스닥 마이너스 3퍼 ㅋㅋㅋ 비트 25간다,0
1728808,나스닥 나락 = 비트 더 떨군다,0
1728820,위믹스는 대표가다팔고나니 처참하네 ㅋㅋ,0
1728834,테슬라 비트팔면 진짜 나락이다,0
1728870,아니 비트 무빙 ㅅㅂ,0
1728923,위믹스에 풀숏갈긴다 !! 폰지사기로 돈벌어야지!!,0
1729002,병신들 비트코인을 왜 함 ㅋ,0
1729076,위믹스 회장님 또 파시겠구만 ㅋ,0
1729081,위믹스 씹스캠 아니냐?,0
1731073,ㅋㅋㅋ 위믹스 지금 위태위태하죠 ㅋㅋㅋ,0
1731088,위믹스 ^^설거지시작합니다,0
1731092,위믹스 7000원 붕괴 던지기 시작함,0
1731109,위믹스 절대 타지 마라ㅋㅋ,0
1731145,위믹스 설거지 완료,0
1731147,위믹스 회장님 함박웃음으로 물량털었네 ㅋㅋ,0
1731152,위믹스 물린애들 슬슬 기어나올 타이밍~~,0
1452170,우리는 위믹스로 통한다!!,1
1452292,돈벌리는 속도지린다..,1
1452468,2022년은 비트코인 1억 가는 해..,1
1452625,위믹스는 이순간에도 홀로 양전을 찍는다,1
1559823,위믹스 찐반인데?,1
1559836,위믹스 찐반 ㅋㅋㅋㅋㅋㅋ,1
1559839,위믹스 공포에 주워본다,1
1559846,위믹스 1억 드갔다 가즈아!!!!!!!!!,1
1561961,위믹스 대호황 입갤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1561992,체인링크는 왜 올라가노,1
1562104,니어와 체인링크에게 고맙다... 난 10월부터 하락세동안 벌음,1
1580536,근데 위믹스 좀 버티는게 심상치않다,1
1580770,위믹스 계속가네 ㄷ,1
1580815,아니 시발 위믹스 왜 계속 오름?,1
1580824,위믹스 오늘 만원 갈듯 ㅇㅇ,1
1730199,야 오랜만에왔는데 비트 무빙 좀 진정된거같은데 맞냐?,1
1731050,위믹스가 효자네,1
1731070,위믹스 오늘 왜감?,1
5525259,요즘 비트 너무 횡보치는데,0
5525487,병신들... 지금 당장 비트코인 싹다 손절하고 현대건설 풀매수 가라..,0
5525642,리플악제 보소 ㅋㅋ 올해 상폐될듯 ㅋㅋ,0
5525797,연말에 비트 떡상할줄알았는데..,0
5525810,떡상 좀 해라 비트야,0
5525985,리플 올라도 감흥 1도 없죠,0
5526003,펀디엑스 씨발개병신코인 쓰레기코인,0
5526160,트론 42층인데 구조대 언제 도착합니까?,0
5526631,이오스 탈출했다ㅜㅜㅜ,0
5526874,아.. 진짜 비트 너무한다,0
5526924,헐퀴 비트 떡락 ㅋㅋ,0
5527218,리플 악제 보소 ㅋㅋㅋ 작년 1년내내 쳐발리더니만 지금 237원 ㅋㅋ,0
5528548,전에 비트코인도 방송타고 개씹똑락,0
5530439,우한폐렴->우지한->비캐떡락 ㅠㅠ,0
5530443,중국악재때문에 비트7천개 다 던진다,0
5530744,"비캐 480% 급등하는동안, 리플 - 73%하락중.",0
5531294,"리플 씹창났네,,악제 쌓아놓은거보소 ㅋㅋㅋ",0
5525119,20년 비트코인떡상,1
5525491,올해 비트 반감기때 오를것같지 않냐?,1
5525493,2020년 비트 반감기로 가즈아!!!,1
5525496,속보!!! 한국거래소 비트코인 상장 할 수 있다,1
5526126,비캐 심상치 않다ㄷㄷㄷㄷㄷㄷㄷ,1
5526132,오 비트간다~,1
5526135,이더리움왜떡상하냐갑자기?,1
5526187,비트 갑자기 오르네 오늘 리플 왜이럼?,1
5526273,비캐 심상치 않다ㄷㄷㄷㄷㄷㄷㄷ,1
5526283,이더리움 10퍼 먹었는데,1
5526293,불장시작이다 지금 비트말고 알트도 잘사면 2배 이상 갈듯,1
5526326,부대장 이더도 빨간불 들어왔네염ㄷㄷㄷㄷㄷㄷㄷ,1
5526361,오 비트 잘가는구만,1
5526366,이야 비트 뭐여ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
5526373,미국이랑 이란 전쟁한다  비트코인 사라 ㅋㅋ 달러폭락,1
5526394,속보) 리플 호재 떴다,1
5526466,와 비트회복력 뭐임?,1
5526560,지금 비트코인 사야한다,1
5527254,라코 이오스 분위기 좋네염ㄷㄷㄷㄷㄷㄷㄷ,1
5528475,비캐 분위기 좋습니당ㄷㄷㄷㄷㄷㄷㄷ,1
5528517,리플 씨발 졸라게 투더문하네,1
5528536,혼자 왜이렇게 달리냐 비트는,1
5528556,시발 이더리움 클래식 이 개해킹 코인 왜오르냐 배아프게,1
5528807,비캐 오늘 새볔 혹은 낼 최소 80% 상승간다,1
5528826,와 비트 9000달라 찍었네,1
5528861,리플 운전기사왔다 1000원간다 ㅋㅋㅋㅋㅋ,1
5528924,리플 200원대 오늘이 막차다ㄹㅇㅋㅋ,1
5528928,이클오르네 흠,1
5528930,리플 284층 돌파~,1
5530166,이클은 좋은 선택이였다,1
5530321,엔진사놔라,1
5530469,리플 1주일안에 2천원간다 ,1
5530639,짱깨 폐렴? 비트코인 폭등하겠노,1
5530735,이클 많이 올랐네,1
5530793,리플만 오르는 이유가 모냐?,1
5530960,펀디엑스 대박각,1
5530966,펀디엑스 ㄱㄱ뉴스뜸,1
5530970,펀디엑스 떡상열차출발,1
5531255,이오스 오늘 새벽 펌핑 올듯,1
5531317,"라이트코인 까지 왔고, 다음은 리플 이더 차례",1
5531398,어우 시발 리플 혼자 좈나게 오르네,1
5531769,시바 비트 꼬라박을거 같다,0
5531907,이오스 손절해야하냐,0
5531941,빨리 리플 손절해 병신들아,0
5532404,엔진말고는 별볼일 없네,0
5532610,리플 내려갑니다,0
5532667,리플 3980원 구조대 언제옵니꽈?,0
5532708,야 비트 슬슬 버릴까? 그래프가 떡락그래프인데,0
5532886,아ㅏㅏㅏㅏ 이건 좀... 비트코인 재재하던 국가답다..,0
5532915,리플 오를 거라는 놈들은 머냐~,0
5533005,리플 갖고 있으면서 돈 벌라는 애들은 뭐냐?,0
5534224,체인링크가두리는 몇일째냐,0
5535254,아 이더리움 진짜 ㅋㅋ,0
5535364,나는 리플 쳐다도 안봄 이제,0
5535471,헤데라 지금타면 ㅈ되것지????,0
5535558,헤데라 ㅈㄴ 위험해보인다 지금,0
5535644,헤데라 손절해야하냐,0
5535890,헤데라 끝물이다 탈출해라,0
5535893,헤데라물린사람?,0
5535905,헤데라 600에 물렸다...직장 조퇴함,0
5535906,리플 물렸다ㅜ,0
5535907,아 헤데라 물렸다ㅠㅠㅠㅠㅠㅠ,0
5535909,헤데라 640에 물렸는데,0
5535930,헤데라 펜트하우스 구출 가능하냐,0
5535934,헤데란지 뭔지 개잡코인 뭔데 저래 말아올리누,0
5537197,리플 ㅋㅋ 씹창난거 보소 ㅋㅋㅋ,0
5537308,리플 역쉬나 미개미개~ ㅋㅋㅋㅋ,0
5537333,메탈 좆됐다 떡락각,0
5537334,리플.. 2년내내 씹창나네..올해는 작년보다 더 않좋다고함 ㅋㅋ,0
5537372,속보ㅡ올해 비트코인100만원대로 추락 가능,0
5537467,메탈 야발년아 뭐해 ,0
5537472,아 이오스는 진짜 못타겠다,0
5537584,이오스 뭔가 개 더럽다,0
5537735,유튜버들이 빠는 리플의 실체 알려준다  ㅇㅅㅇ,0
5540954,모든 비트코인  상폐,0
5540993,이더리움 물렸는데 손절칠까 추가매수할까,0
5531855,클레이튼 클댑이 하반기 희망꽃을 틔우기를...,1
5531920,코로나 바이러스로 1억명 사망하면 비트코인 1억 가나요??,1
5531931,대상승장이네 리플이 무려 300원이 눈앞이다,1
5531943,이더 7% 아싸뵹,1
5531980,주말지나니 여윽시 비트 올라가네,1
5532402,그래도 비트가 낫다,1
5532602,오늘은 엔진떠나네,1
5532644,이윽시 믿음의 리플이다,1
5532668,아 시발 리플 280원에 팔았는데 존나 오르누,1
5532673,오 무비 간다!!!,1
5532706,리플 ㄹㅇ 오른다,1
5532771,전에도 수없이 얘기했던 리플 본격 상승기 예상 ㅋㅋㅋ,1
5533201,카이버 오늘 800원 간다,1
5533311,펀디엑스 오후 정점찍는다,1
5533312,펀디액스 슬슬 입질오네?,1
5533352,역시 밑을건 비트뿐이다,1
5533419,요새 비트코인 떡상한다는 애기도는데 맞는애기임?,1
5534043,지금이라도 이더리움사둬라,1
5534136,슨트 가즈아,1
5535373,리플 존나게 오르네 시발,1
5535390,업비트 앵커 붙었다 ㄷ ㄷ,1
5535479,와 오늘 헤데라 단타쳐서 80만원 먹었다,1
5535480,헤데라 리플 딸듯 ㅋㅋㅋㅋㅋ,1
5535487,헤데라해시 300% 수익 인증 간드앗!!!,1
5535557,헤데라 수익 214% 인증...jpg,1
5535585,헤데라 다시 간다!!!,1
5535838,헤데라 못먹은 흑우없제,1
5535839,리플 떡상중,1
5535854,헤데라 꺼억,1
5535914,방금 아르고 초단타로 26000원 겟 ㅋㅋ,1
5535927,헤데라 내일까지는 상승장일거임,1
5535935,헤데라 지금 들어와도 무조건 번다 ㅋㅋㅋㅋ,1
5537138,와 손떨렸다 ㅋㅋㅋ비캐 순간단타로 비캐 2.23개 늘렸다 ㅋㅋ,1
5537147,펀디로 잘먹고갑니다 꺼억~,1
5537187,애미씨발 슨트선생님 감사합니다 ㅜㅜㅜㅜㅜㅜㅜㅜㅜ,1
5537436,아르고 호재뜸 기사,1
5537473,헤데라 ㄹㅇ딱 미워도 다시 한번 기대해볼수있나?,1
5537640,역시  비트가 짱이네,1
5540723,카이버 심상치않네,1
5541067,리플 300원 비캐 40만 뚫면은 진짜겠네염ㄷㄷㄷㄷㄷㄷㄷ,1
5541097,이거시 비트코인의 떡상 미래? ㅋㅋ,1
5541148,유일한 빨간불인 메이저알트는 이오스네염ㄷㄷㄷㄷㄷㄷㄷ,1
5563389,리플 모하냐,0
5563391,긍데 리플타는 사람들 왜 리플타는거?,0
5563400,리플1000언 보고 장기투자 한다구염?ㄷㄷㄷㄷㄷㄷ,0
5563413,리플은 그냥....,0
