num,title,label
1813790,위믹스 개 조같튼 개좃가튼 새꺄 남들 오를때 맨날 쳐 꼴아박네,
1813805,트론쏜다ㅅㅅ,
1813812,트론 고점보고 설거지했구만 무슨 이제와서,
1813813,트론 베이징 가즈아ㅅㅅ,
1813822,트론매집ㅈㅅㅅㅅㅅㅅ,
1813825,트론선동 존나하네 시발,
1813827,트론욕하는것들 하수다 ㅇㅇ,
1813839,아직도 트론 안산놈들은 그냥 돈 벌고 싶지 않은거지,
1813843,트론  소액이라도 넣어라  바보들아으휴  5시30기대,
1813848,트론 쏘는데 먼저타면 오늘 소고기다,
1813850,트론 100이라도 넣어봐라 6시안으로 200된다,
1813854,오브스 간드아!!!,
1813855,트론사지마라,
1813856,트론선동 왤케하냐,
1813858,트론트론 거려서 차트보고있는데,
1813868,트론,
1813876,저스트 트론 개씹스캠 짱깨 상폐코인 사고싶냐? 차라리 이종목을 사겠다,
1813877,이오스 이 틀딱 코인은 변동성이 없냐?,
1813879,트론 지금 점점 빠지기 시작한다 돔황쳐~,
1813894,바낸 트론 보내는 거 막힘?,
1813900,이더리움 오늘 3.3k 가능 불가능?,
1813910,비트음봉 트론타라ㅅㅅㅎ,
1813953,오브스 100원 간다 ㅅ ㅅ,
1813959,보이지 오브스출발하는거 담타자 센티넬,
1813963,오브스 출발 ㅋㅋ,
1813968,저스트 트론오르는이유,
1813978,저스트이어서 다음타자 오브스다 타라,
1813987,니네 오브스 안탐? 차트보셈 방금 기사 운전시작,
1813992,오브스타면 돈이 오브스짐,
1814013,오브스보이지??  다음은 센티넬or피르마체인,
1814038,트론 개씨발아 좀 쏴라,
1814039,와따 오브스 기사님 운전 험하게 하시네 ㅋㅋㅋㅋㅋㅋ,
1814040,저스트 100원간다 = 비트 1억간다,
1814062,제 2의 저스트 오브스 ㅇㅇ 탈놈만 타라,
1814080,비트 아직 본격적인 상승은 아니다 저번 비트분석 이후 추가 분석..txt,
1814089,트론 쏘면 어디까지는 갈거같농,
1814095,이더리움 씹스캠무빙 ㅋㅋ,
1814122,트론시총 8조 돌파 ,
1814134,오브스 선동한 새끼 진짜 처죽이고 싶네 ,
1814144,이더리움 손실-2억3천에서 수익전환햇다,
1814152,오늘 이클 쏜다,
1814168,행님덜 리플풀발남 다시 달려봅니당☺+❤+❤+,
1814172,이클 무빙...심상치 않다...,
1814178,알트가 비트못따라가는건 뭐임?,
1814180,저스트 잘먹고 트론먹으러간다,
1814191,오브스 잘먹고 간다 꺼ㅓ어ㅓㅓㅓ억,
1814193,오브스 다시쏜다 ! 110원가겟당,
1814199,오브스 진짜로 쏘네 .. 지금 97원 110원갈듯,
1814200,오브스 평단 73 개꿀 ㅋㅋㅋㅋ,
1814203,오브스 진짜 일내냐??,
1814205,아 오브스 개씨발련 내렸더니 왜 또 가는데!!!!!,
1814211,오브스 타라고 했던 형이다 ㅇㅇ,
1814227,오브스가 오브스햇내,
1814231,스토리지 vs 솔라나,
1814233,혹시 오브스 운전기사 전라도 홍어 새끼냐? ,
1814251,오브스 다시 간다 ㅋㅋㅋ,
1814256,트론 오른다고 선동한 애들 고맙다,
1814258,위믹스 이새기 애미디짐?,
1814292,이오스,
1814296,보라를 보면 싸이클럽이 떠오른다,
1814322,크로미아 지금이라도 올라타라 안늦었다,
1814325,오빠들 플로우 어케봄???,
1814332,분명 비트 42k때 마스크 15불이였는데 왜 지금 7불도안됨?,
1814347,오브스좋아보이는데,
1814392,곧 이클 메인넷있다 ,
1814396,도지는 시체가 많아서 못오른다 다른 개코인사라,
1814404,"저스트, 오브스 애매한자리에서 횡보하네 저거 지옥간다 ㅋㅋㅋ",
1814429,아 위믹스 드러워서 판다 ,
1814439,엔케이엔 같은 개십스캠대신  오브스를 타라 차라리,
1814446,오브스는 진짜 갈듯갈듯 존나게 안가노 ㅋㅋㅋㅋㅋ,
1814456,오브스 100원 입갤 ㅋㅋㅋㅋㅋㅋㅋ,
1814459,위믹스 개새끼는 뒤지게 안오르네,
1814462,오브스오브스 ,
1814467,오브스 300원간다,
1814469,오브스사면 돈이 없어진다매,
1814472,오브스 결국 100원 뚫긴 뚫을듯 ,
1814475,리플안사고머함???,
1814476,위믹스 개쏜다 ㅋㅋㅋㅋㅋㅋㅋㅋ,
1814480,오브스 30프로는 가야 ,
1814495,혹시 위믹스는 부모가 없나?,
1814513,위믹스 지금이라도 팔아야하는 이유.jpg,
1814535,지금 비캐도 살만하지않냐? 이게 ㄹㅇ 저점같은데ㅋㅋㅋ,
1814541,오브스 100은 한번 갈거 같은데 안그냐??,
1814578,비트 나락가는데 오브스는 왜 매집함?,
1814591,방금 리플 딱 저점찍었다 탈사람얼렁타라 ,
1814650,남들 개쳐먹는동안 하루종일 위믹스 존버중인 병신이면 개추 ㅋㅋ,
1814675,가줘 비트 오빠,
1814717,2월 8일에 스테이블 코인 청문회 있댄다 루나 숏 쳐라 ㅇㅇ,
1814747,솔라나 샌박 폴리곤 지엑스 중에 뭐탈까,
1814773,나 왜 트론 풀발기 할거같냐?,
1814781,금일 비트 시황,
1814807,카이버 왜계속 오르는지 씨발5번 물어보자나 ㅡㅡ,
1814825,지금 도지에 1억 박으면 미친놈이냐?,
1814829,솔라나 16층인데,
1814866,오브스 씹련아,
1814878,업빗 삭제하고 비트올랏다고 하길래 왔따  샌박평단10000인데 짐 ㅇㅁ?,
1814881,비트 오르면 뭐랑 같이 오름?? 이더?? 리플??,
1814885,위믹스 쏜다 ㅋㅋ,
1814907,ㅈ소 같이 일하는형 도지 1달라보고 존버중인대 어카냐?,
1814910,실베보고 비트 샀다 가보자,
1814935,오브스 씨발,
1814949,샌드박스 만원에 물렸는데 지금 비트코인 불장맞음??,
1815009,위믹스 출발 2만ㄱㄱ,
1815017,위믹스 개쏜다 ㄴㅇㅅ,
1815033,도지야 ㄱㅈㅇ !!!,
1815054,엑시동생 플로우 개같이발사 ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ,
1815078,리플 엄마뒤짐?,
1815085,트론 ㄱㄱ,
1815103,엑시 플로우 던프 알아서 ㄱ 삼형제,
1815159,코넌 vs 싸이클럽 ㅋㅋ ,
1815173,아니 시발 플로우 이 십년은 엑시처럼 가도 모자를판에,
1815352,졷댓다 오브스  세력이다,
1815358,위믹스 움직인다,
1815364,개좆같은 비트년 횡보씹오지는데,
1815383,바이낸스 비트코인 5분동안 41440 풀매수 치는놈 뭐냐,
1815393,위믹스 사라,
1815399,머하냐 오브스 세력질중인데,
1815443,도지 이클에 전재산 물린 놈들이 제일 불쌍해,
1815464,이더 2999 자꾸 찌르는 이유,
1815467,ㅓㅓㅓ 비트 점마 어데가노?,
1815481,이클이 쏘지 않는 이유,
1815495,광고보니까 위믹스는 진짜 사면 안되겠다,
1815505,이더 기준 370에 저항심하네,
1815533,리플 젓땠다.....,
1815536,국내에도 비트로 1000억대 찍은애들 많냐,
1815569,다음주 쯤 비트랑 메이저 전고 점 뚫어주라,
1815575,걍 리플 넣고 묵히는게답임,
1815589,트론 어캐생각,
1815614,NFT대장은 샌박아니냐? 올해안에 이더 따라잡을듯 ㅇㅇ,
1815634,시뱔 이클 20프로ㅁ 꺼어억,
1815646,내일 비트코인,
1815661,테더 파실분 20만원치 삼..,
1815665,우리 귀여미 도지는 모하냐?? ,
1815704,이번 불장엔 비트 신고가 가나?,
1815726,이런불장에 카이버네트 타서 못먹은 빗붕이 개추,
1815727,오브스 오늘밤에 100뚫나요?,
1815741,나만 카이버타서 파란불이다 개추~~,
1815742,저점잡고 30% 먹고 있는데 비트 1억까지 존버해본다..,
1815750,다올랏다가 떨어진거 사지말고 위믹스를 사라,
1815757,30분 뒤 비트코인ㅋㅋ,
1815759,좆같은 카이버네트워크 타서 파란불인 새끼들 봐라,
1815767,위믹스 실적발표날 만원넘는다,
1815797,고래싸움에 새우등 터진다.... 백 단위 비트로 싸우네,
1815808,도지는 시체때문에 오르기 쉽지않지??,
1815822,잘들어라. 며칠안에 비트는 6천찍는다.,
1815823,숏충이들은 혼이 덜 났어 비트코스 들이대 들이대—-호—황———,
1815842,리플 요번달 최고점 얼마봄?,
1815864,내가 3시부터 비트 exid 위아래 다 발라먹으면 된다고했는데,
1815885,이클 개병신같은 코인,
1815895,잡주 살 거면 엠블 사라,
1815911,플댑 가면 그 이후 무조건 위믹스 출발한다. 게임 대장주 ,
1815925,도지는 언제가냐,
1815927,이클 12시에 쏜다,
1815935,왕고래 3등 비트코인 12만개 들고있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1815939,나만 이오스 리플 타서 손가락 빨고있냐,
1815949,다음타자 엔진아니면 디센임,
1815975,위믹스 시동거는중이다,
1815982,도지 200원갈수있냐?,
1815992,네오 비체인 이오스 샀는데,
1815996,오 위믹스 ㄹㅇ 시동인데??,
1815998,위믹스 쏜다ㅋㅋㅋㅋㅋ,
1816000,위믹스 어디까지 가냐,
1816015,위믹스 쏠거다안다,
1816016,내일은 위믹스가 장대양봉차례다 내글은 성지가될것이다,
1816028,오늘 형 픽 어때?? 쎄퓨로먹었고 플댑 위믹스 추천해줬음,
1816035,위믹스 시동건다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1816037,위믹스 뭐냐,
1816061,ㄷ ㄷ 비트슈아 피셜,
1816063,이클쏜다,
1816091,위믹스 타고싶은데 광고충때문에 안탄다 개추,
1816099,위믹스 개물렸다 .. ㅅㅂ,
1816132,루나 1달러 기원 1일차,
1816135,이러다  비트 새벽에  갑자기 ㅈㄴ말아올릴거같은느낌,
1816149,루나 설거지 좆빠지는데?,
1816151,위믹스 ㅅㅍ,
1816159,트론 저건 뭐 하루종일 봇만 돌리노,
1816169,아 뭔가 최소 두달내로 도지 1000원 찍을거 같음,
1816180,한심한 새끼들아 눈먼 돈 딸려하지말고 이더나 사둬 ,
1816202,위믹스,
1816241,이불장에 위믹스 들고있는 사람들 불쌍하다 ㅋㅋ,
1816247,주식에서 돈빠져나가서 비트코인으로 쏠리는거같음,
1816251,이클 바낸 기사입니다,
1816267,아니 위믹스 호재 많다며 왜 안쳐올라?,
1816312,씨발 비트 개쏜다 뭐냐 ㅋㅋㅋㅋㅋㅋ,
1816320,(정보) 헝다 이후 상승빔때 비트이더만 올랐음,
1816327,2대장 이더형 쏜다,
1816329,위믹스 씨발련아,
1816330,이더가 답이었어,
1816348,이더 씨발년아 ㅋㅋㅋㅋㅋ,
1816373,걍주그라고 비트야ㅋㅋ양심도없냐,
1816407,황썸 앵커뉴럴월드 뭐냐,
1816419,오늘 비트 5500갑니다 한번더 십프로 ㄱ,
1816460,오늘도 비트코인 상승하는겨?,
1816461,이오스 리플 양심있으면 가격 2배 올려놔라,
1816467,이오스 씨발 양심 있으면 이번달 안에 5천원 가라,
1816485,나만 비트샀음??,
1816500,와!! 비트님 계단식 상승하고 계신다~~,1
1816501,애미뒤진 비트코인 씨발련아 간 적당히 쳐보라고ㅋㅋㅋㅋ,0
1816523,애미뒤진 비트코인 씨발련아 그만 간 쳐보라고ㅋㅋㅋ,
1816541,나도 수익률 1000퍼 달라고 리플아 곧이다,
1816556,이제 이더리움살거다,1
1816558,현재 바이낸스 비트코인 차트 ,
1816586,안정빵으로 이더 일단 매도함,
1816600,아 몰랑 루나 탑승,
1816607,어제 이더로 6퍼먹고 더 안오를거라생각하고 팔았는데,
1816646,정답을 모르면 비트를 사면 되는데,
1816654,한달안에 이더 1000만 넘는다,1
1816661,솔직히 업비트 하는애들은 비트 상관없잖아ㅋㅋ,
1816677,펀디엑스 짱깨코인중 유일하게아직 한발남음ㅋㅋ,
1816703,위믹스 타라,
1816712,자 비트 드가자 ㅋㅋ,1
1816734,9년차 주식쟁이 트레이더 인사박습니다,
1816749,이런장에 롱충이는 사나이클럽이지 ㅋㅋ,
1816796,[현상황] 비트 5140 올리고 알트다팔아먹고 고래 다 나감 ,
1816813,오늘은 비트코인 하락할듯 숏으로 간다,
1816815,오늘은 비트코인 하락할듯 숏으로 간다,
1816841,대체 비트 이더말고 다른코인은사는애들은  뭐야?,
1816850,싸이클럽 풀매수 때려라,1
1816851,도지 씹련 존나 사고싶게만드노 탐스러운놈,1
1816881,박호두 숏치는순간 비트코인 1억뚫냐?,
1816950,대장싸니까 도지 같이 싸네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1817012,오늘은 비트코인 숏이다,
1817017,오늘은 비트코인 숏이다,
1817018,위믹스 좆 병신코인,0
1817074,비트가 비트했네,
1817097,속보 긴급 주의 비트,
1817100,시발 비트 일퍼도안빠졌다,
1817118,지금은 이클을 쳐다도안보지만,
1817136,할튼 알트 씹년들 비트 떨어지는거는 쥰나게 잘따라가요,
1817140,도지안젭알,
1817165,바낸보내려고 리플샀는데 갑자기 오르노 ㅋㅋㅋㅋ,
1817211,도지 코인판에서 어떤 존재임??,
1817233,지금 머스크 도지떡상해서 재산더늘어난거맞음?ㅇ.ㅁ,
1817246,도지는 세력도 버렸냐? 변동이 없노,
1817252,비트겟 리플 먹튀했네 시발,
1817266,이더리움 잡았는데 자도 되는거냐… ,
1817274,도지 홍대병걸린 씹쌔끼,
1817288,아침 비트 종가 예상,
1817300,행님들 리플풀발남 루나 가봅니다 감사합니다❤+❤+,
1817321,시발 비트 이거맞냐? 걍 개 떨굴거같은데 ??,
1817374,이오스 타는 애들 특,
1817377,솔라나 USDC결재 상용화,
1817386,리플 묶이신분 ??,
1817417,씨발 위믹스 병신코인,
1817465,트론주소 입금사기치던애 빨간줄 그인거 모르고 저러노 ㅋㅋ,
1817522,도지 머장 오를때 횡보하고 떨어질때 더 떨어지네,
1817552,조정좀받고가자 비트야 좀 떨어져라 이제,
1817570,리플입금 다들 잘되냐?,
1817663,도지 코인은 무조건 오른다.,
1817670,위믹스 아직도 물린게이 없제?ㅋㅋㅋㅋ,
1817686,트레이더라는 직업이 존나멋있고 당당한직업같냐?ㅋㅋ,
1817688,와 근데 비트코인이랑 이더리움은 ,
1817719,아니 어차피 비트랑 이더,
1817724,나도 onion 도메인 딥웹 들락거려서 아는데 비트코인 ㅅㅂ,
1817729,지금 비트랑 이더에 박아놨는데,
1817740,응 비트코인 100만원 시절에도 망한다고했어ㅋㅋㅋㅋ,
1817743,여기 비트 100만원부터 한 게이가 있으면,
1817744,크게먹고싶으면 폴리곤 솔라나 현실적으로 힘듬?,0
1817764,느그들이 나보다 비트코인 더 오래했냐?ㅋㅋㅋㅋ,
1817765,이클은 왜 안 오르냐?,0
1817767,위믹스 방지법 나오겠다 ㅋㅋ,
1817778,루나 평단 780원대 17만개 홀더...,
1817798,위믹스는 병신코인임??,0
1817863,근데 형들 그거 암?? btc마켓은 비트가 오름 2배로 벌고,
1817869,위믹스 못오르는이유,0
1817898,아니 비트 형님이 돈 내놓으라자나 이 숏충이 대가리들아~~~ ㅋㅋㅋㅋㅋㅋ,0
1817903,코린이 특징 ) 비트코인 빼고 잡알트만 풀매수함 ㅋㅋ,0
1817921,오브스 내가 좋아하는 차트네,
1817924,원래 비트코인빼고 알트코인위주로 해야함ㅋㅋㅋ,1
1817939,위믹스 시볼런은 일주이내내 떨어지고 도대체 언제가는거냐,
1817944,주말동안 치킨 값 벌기 목표! 종목은 도지!,
1817957,비트가 오르길 원하면 니들부터 비트를 사 ㅄ들아 ㅋㅋ,
1817983,아 비트겟 리플 입금지연 돌겠네,
1817990,위믹스 잡고있는 애들에게 질문함,
1817994,비트겟 리플만 아니라 전부 입금지연이라는데???????,
1818009,위믹스 왜,
1818025,이더리움클래식,
1818026,솔라나는 망한거임?,0
1818033,트론가져가세요~~,
1818051,이클이 100만원되려면,
1818089,크로미아 구조대오냐,
1818093,위믹스 지금 시동건다  ㄷㄷㄷㄷㄷ 레알 ㄷㄷㄷㄷㄷ부정출발ㄷㄷ,
1818110,실베 비트코인 댓글들 존나 웃기노 ㅋㅋ,
1818125,오늘 비트 방향 상방일까 하방일까..,
1818131,만약 오늘 비트 10퍼 떨구면 숏칠거임?,
1818171,플댑 엑시 30% 갈동안 위믹스 3퍼오른거 실화냐? 시발라마,
1818209,엑시 플댑도 연일가는데 위믹스 게임 대장주 뭐하고 자빠졌냐?,
1818237,진짜는 플로우였노,
1818241,아무래도 플로우가 1등 먹을듯 ,
1818242,플로우간다ㅣ시발 ㅋㅋㅋ,
1818260,하 위믹스 이 씹련은 또 안오르네 미친련,
1818261,빗골 쏜다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1818263,위믹스 쏜대매 좆같은 알바새끼들아,
1818269,게임대장주 위믹스라며? 초저평가 시발람아 왜맨날 혼자만 안가는데,
1818297,넴 잘봐둬오늘ㅇㅇ,
1818313,바이낸스말고 비트겟은 롱숏 동시오픈못하냐?,
1818315,저스트 다음은 비트토렌토다 ㄱㄱㄱㄱㄱㄱㄱㄱ,
1818348,오늘의 대장님은 '플로우'다,
1818388,엠블 개떡상 한다 탑승 ㄱㄱ ,
1818402,저스트 먹고 엠블반 세럼반 입갤,
1818412,-- 위믹스 절대 사면 안되는 이유 --,
1818435,시총큰 솔라나가 3토막 난 이유가 해킹 때문이였나요?,
1818459,이더 400갈라면 얼마나걸리냐,
1818472,위믹스는 똥남아애들 단순돈벌이지 무슨,
1818484,코린이 비트코인 실력 ㅁㅌㅊ냐?,
1818503,게임 대장 갈라>>엑시>>위믹스,
1818518,위믹스 좃 쓰레기코인이냐?,
1818547,좆같은 위믹스 광고충새끼들,
1818640,위믹스 이거 실화냐???????,
1818644,내가 리플 쏜다고했지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
1818669,비트겟리플입금안되는사람?,
1818671,위믹스 NFT 실적 발표 쩌네;;;;,
1818688,이클 1500물렸는데 어쩌냐...,
1818704,보라는 루나다음으로 탈김치코인임 ?? ,
1818707,"칠리즈 왁스,플로우보다 못한새끼다 썅까라",
1818747,나만 어제 카이버 매수했냐,
1818754,위믹스 실적 있는 코인이네.fact,
1818756,이더리움타점어떰? 다시 잡을까??,
1818759,선물은 안하고 이더 280에 들어갔는데 지금 팔까?,
1818778,갈라 130만원 인건비 익절 ㅅㅅ 그다음 크로미아 ㄱㄱ,
1818780,크로미아 줫나게 간다 2월에 호재도 있음 게임출시,
1818818,와 근데 색스박스 비트코인에 선행해서 엄청 오르긴 하네 ㅇㅇ..,
1818842,카이버 탈출했다,
1818872,내 포폴 엑시 샌박 도지 3갠데 도지빼면 완벽햇는데,
1818878,다음 타자 크로미아 출바으아으알,
1818906,해외 P2E 대장 엑시.  국내유일 P2E 대장 위믹스 .. 같은테마,
1818915,보라 유니세프 기부했네 ㅋㅋ ㅅㅂ ,
1818923,이클 어떻게 보냐?,
1818934,플로우사세요 대장은 엑시인거같은데 플로우도 잘감,
1818941,엑시가면 p2e 위믹스도 간다..  위믹스는 국내유일 p2e다..,
1818950,근데 센박 가고 엑시 가는데 이래도 위믹스 안가면 진짜 조리돌림 대상이다,
1818958,이클은 왜 안갈까,
1818967,위믹스 그래도1.5프로나 올랐네 ㅇㅇ..,
1818984,P2E 엑시가면 국내유일 P2E 위믹스도 간다. 지금 시동중ㄷㄷㄷㄷ,
1818995,P2e  게임생태계 초기 형성단계. 해외기업 위믹스 그 다음은,
1819033,솔라나는 ㅅㅂ 디졌냐 ㅡㅡ,
1819036,아 엔진코인 4일 새벽에 2005원에 샀는데,
1819050,위믹스 바낸에 없어서 왕따노 ㅋㅋㅋ,
1819051,위믹스 개병신 김치코인 씨발 샌박 엑시나 탈걸 개씨발,
1819067,이오스 1분기 블리쉬거래서 나스닥 상장썰도는데,
1819107,엑시 58000에 지금 무조건 사고 비트 반등추세보이면 풀시드 무조건,
1819112,위믹스 쏠꺼다 미리타라 매집완료다,
1819116,엑시 킬러 도지인거 알제??,
1819129,"다른p2e,nft 다가는데 우리 위믹스 ㅠ ㅠㅠ",
1819136,위믹스 바낸에 있었으면 지금 15000~20000임ㅋㅋ,
1819146,던프 엑시 플로우 스택스 상장동기메타 ㅅㅅㅅㅅㅅ,
1819149,위믹스 바이낸스 상장하면,
1819157,이제 코리안엑시 위믹스가 간다 ㅋㅋㅋㅋ,
1819171,비트다시 삼 2개 이더 1개,
1819174,갈라보면 위믹스 존나 불쌍하노 ㅋㅋ,
1819182,위믹스는 겜주 다 오르는 상황에서 올라도 1.5 오르고 떨어지면 5프로,
1819184,얼마로 시작해서 현재 얼마범?,
1819195,위믹스 p2e 게임생태계 개척자인데 ㅅ브랄 아무도 몰라주네,
1819214,게임코인 다가는데 위믹스 못가는 이유,
1819219,위믹스만 음전 ㅋㅋㅋ 대표가 팔아치우는 코인,
1819229,엑시가면 시발 위믹스도 가야지 시동만 걸고있네 시브랄넘이,
1819245,바낸에서 게임코인 발라먹고싶으면 위믹스 상장시켜야지,
1819247,"홍금보다, 비트코인 현상황에서 두마디한다",
1819253,오늘도 비트는 하루죙일 횡보네 자고와라,
1819262,위믹스는 절대 사면 안되는 이유가 있다,
1819271,그냥스트레스받지말고 크로미아타놔라,
1819283,이거 혹시 비트 이더 매집중인거냐?,
1819314,섹스인피니티 64에 팔고 비트숏이다,
1819351,여기서 비트 딱 1000불만 빠져도 알트 나락갈수 있는데,
1819367,싸이클럽 타라,
1819379,장기적으로 비트 vs 이더,
1819407,스텔라사라,
1819459,리플 차트 딱 오르기 좋게 생겼노,
1819479,비트겟리플입금언제돼??,
1819514,위믹스 가망있냐 이거?,0
1819554,도지사둬라 긴말안한다,1
1819563,이더리움으로 부자 못된다,0
1819575,보라살껄 괜히 위믹스사서 시발거,
1819586,오늘 비트 어떻게 되려나?,
1819623,ftx에서 루나랑 니어 상장 투표중이잖아,
1819640,와 위믹스 드디어 20%수익 뚫음,
1819642,여기 비트렉스 맞냐??? ,
1819650,ㅆㅂ 무슨 파란색 이 1일밖에없노 비트 생각해보니까,
1819661,위믹스 출발신호 떴다,
1819679,도지 호재 뜸 ㅎㅎ,1
1819697,위믹스팔고 보라샀더니 위믹스폭등하네 ㅠㅠ,
1819733,위믹스 노근본 코인출발 ㅋㅋㅋㅋ,
1819737,위믹스 존나 설거지하놐ㅋㅋㅋㅋㅋ,
1819748,이오스 어떠냐,
1819754,위믹스 <-- 느낌이 좋다,
1819772,위믹스쏜다 얼릉타라,
1819777,위믹스는 절대 안타 ㅋㅋ,
1819780,위믹스 배신한 문재앙 읎제 ㅋㅋㅋ,
1819781,위믹스 제발~~ 88층 잘못했어요,
1819783,위믹스 믿고있었다구!!ㅋㅋ,
1819788,니어 루나 상장 이슈있다 찌라시돈다 니어..,
1819792,위믹스 지금 사서 2달정도 가지고 있는거,
1819804,리플 오류떴냐,
1819817,리플 천원 언제감?,
1819828,도지=세력도버린코인 ㅋㅋ,0
1819840,위믹스는 똑같네,
1819925,위믹스 타라 지금 날라각나다,
1819928,위믹스 만원까지 절대 안판다 zz,
1819930,현재 비트 트렌드 라인 상단에 일봉 50일선 지나고 있는데,
1819932,디센 혼자 쏘는데? 비트랑 반대 차트,
1819933,위믹스 5만원 간다 병신들아,
1819941,시발련들아 니들이 이더 4층가니까 지금사라매,
1819950,숏자리 임박해오는데 얼른 비트겟 입금좀 풀려라,
1819961,이더 돔황챠-----,0
1819979,이더 씨발련아,0
1819985,저스트주워놔라 비트반등오면 100원까지간다,1
1820005,위믹스 개같이 운지중 ㅋㅋㅋ,0
1820024,와 위믹스 진짜 좆병신같다,0
1820052,앞으로 비트코인 가격 떨어지는 건 시간 문제 아니냐,0
1820054,비트숏 물린 거때메 셀반꿀 할라고 이더 롱 쳤는데,
1820076,테더도미 불반등 제발 시발ㅋㅋㅋ,
1820079,위믹스 뉴스에나오네,
1820087,36세 백수인데 소개팅 할때 크립토커런시 트레이더 라고 하면 어떰?,
1820114,돈복사 루트: 갈라숏 -> 이더리움클래식 롱,1
1820183,btc는 비트오르면 떨어져도 평단이 올라서 내가 돈버는구조임??,
1820191,영끌로 루나 숏쳤다,
1820255,플레타 코인 오른다 위믹스 회사보다 더 좋다 여기가,
1820282,위믹스 찬양하는 글쓴이 필독,
1820284,이클은 떡상하긴 하냐?,0
1820300,루나 양전가자----,
1820340,나 이클에 전재산 박으려고 하는데 어때?,1
1820388,펀디 3원에 넣고  정확히 10개월만에 어플켯는데 뭐냐,
1820396,전망 개나줘버리고 사지말아야할 코인 체인링크,
1820467,솔라나 개같은년은 언제 쏠라나??,
1820486,솔라나 1000달러 언제가????,
1820498,위믹스,
1820505,인증 미성년자와 비트코인으로 키스방 홈론,
1820509,리플 이 개 야발년 가긴 가냐?,
1820529,왤케 리플은 메이저 이미지냐?,
1820537,요즘 비트 호재 어디서 보냐??,
1820583,오늘 비트 98k 간다...,
1820602,이오스 사라,
1820603,졸라 비트 눈치만 보는 ㅂㅅ 같은 장,
1820607,와 근데 비트 첫 양봉 기점으로 15일중 14일이 빨간불이네,
1820614,위믹스야 쫌 떨어져라   내가 담가줄게 떨어지지가 않냐,
1820652,위믹스 찔끔찔금 오르긴하네,
1820709,카이버 이거 올라가는 거냐 아니면 똥창이냐,
1820729,아니 도데체 이더는 왜 숏을 ㅈㄴ게 박고잇는거지? ,
1820739,위믹스 매도가 아직도 대표 팔아먹는넘이라고 생각하는 병진들 많네,
1820750,위믹스 7650에 1억 넣었다. 한달 뒤에 온다.,
1820783,도지는 이제 안전자산인듯,
1820811,카이버 주변에서 좋다고해서 샀더니..,
1820833,비트겟 리플 오류 고쳐짐?,
1820848,모르지 비트는. 하락 할 것 같으면서도,
1820864,ㅋㅋㅋㅋ 비트 개씹말좆호로섹스어쩔티비양봉 뜨기 14분전 ㅋㅋ,
1820896,바낸 고래지갑 비트 4조 7000억원 어치 입금ㄷㄷㄷㄷㄷㄷㄷㄷ ㄷ,
1820932,취업하기vs양복살돈으로 비트코인하기,
1820944,부탈릭 씨발련아 이더 올려,
1820988,그냥 뭘살지모르면 비트 이더나사라,
1820997,근데 구라안치고 비트코인,
1821029,바이낸스 선물은 달러로 하는거임 아니면 비트코인으로하는거임?,
1821042,4시에 비트 말좆양봉 나온다햇던새끼 누구냐?,
1821052,박도지방 뭐 있음? 텔레그램 방 추천좀,
1821056,솔라나 13만 샌박 5000 디센 3000 잠 자고 와도 되냐,
1821114,싸이클럽 뭐냐 ㅋㅋㅋㅋ,
1821127,위믹스가 단기 3만 돌파하닌 이유ㄷㄷㄷㄷㄷㄷ,
1821159,빗썸 비트코인을 비트겟으로 옮기려는데,
1821204,위믹스쏜다 가즈아,
1821235,아니 빗썸 비트코인 비트겟으로 어케옮겨요 형들,
1821254,ㅋㅋㅋㅋㅋ 위믹스에 세력이 어딧음,
1821265,니네 저렇게 비트쏠때 알트들 ㅈㄴ안오르는이유뭔지암??,
1821276,드디어 비트에 방향이 나오는 무빙인가?,
1821288,우리 이더는 .. 혹시 .. ,
1821311,옆집 아줌마 엘베에서 비트코인 얘기한다,
1821424,위믹스 어떰?,
1821432,개좆됐다 비트코인 35k 간다,
1821444,요즘 비트코인 거래량이왜캐없음,
1821529,위믹스 차트 좋네   곧 폭발할꺼 같다  느낌이,
1821545,위믹스 악재가 뭐냐?,
1821550,"위믹스 13,000%  상승 전  차트다 ㄷㄷㄷ 미래에셋증권 ㄷㄷㄷ",
1821571,세력이다 횡보장이라 지루하다는새끼들 때문에 비트 2만개 던짐,
1821641,빨리빼라 씨발 ㅋㅋ 오늘 9시에 비트코인 2천만원간다병신,
1821660,근데 슬슬 비트처물린 사람들이 오냐?,
1821727,이클은 왜 30불을 안내주지,
1821741,이오스 x 아마존 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,
1821744,이더리움 아들 누구냐?,
1821747,카이버네트워크 출발합니다,
1821751,체인링크xNASA 미쳤네,
